nome_arquivo,imagem,threshold,prompt_fundo,prompt_roupa,clip_fundo,clip_inpainting
img-14-mscoco__fundo_0775__The city of London__th05__Salvador_Dalí.jpg,img-14-mscoco,0.5,The city of London,Salvador Dalí,0.248779296875,0.349365234375
img-14-mscoco__fundo_0799__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__Salvador_Dalí.jpg,img-14-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.2303466796875,0.331787109375
img-14-mscoco__fundo_0799__A sunset__th07__Salvador_Dalí.jpg,img-14-mscoco,0.7,A sunset,Salvador Dalí,0.2059326171875,0.356201171875
img-14-mscoco__fundo_0799__The Parthenon in front of the Great Pyramid__th07__Salvador_Dalí.jpg,img-14-mscoco,0.7,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.2481689453125,0.348388671875
img-14-mscoco__fundo_0799__The city of London__th07__Salvador_Dalí.jpg,img-14-mscoco,0.7,The city of London,Salvador Dalí,0.26220703125,0.306396484375
img-14-mscoco__fundo_0823__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__Salvador_Dalí.jpg,img-14-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.26171875,0.355224609375
img-14-mscoco__fundo_0823__A sunset__th09__Salvador_Dalí.jpg,img-14-mscoco,0.9,A sunset,Salvador Dalí,0.2042236328125,0.361572265625
img-14-mscoco__fundo_0823__The Parthenon in front of the Great Pyramid__th09__Salvador_Dalí.jpg,img-14-mscoco,0.9,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.21533203125,0.308837890625
img-14-mscoco__fundo_0823__The city of London__th09__Salvador_Dalí.jpg,img-14-mscoco,0.9,The city of London,Salvador Dalí,0.26025390625,0.31298828125
img-14-mscoco__fundo_0847__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__Salvador_Dalí.jpg,img-14-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.24462890625,0.339599609375
img-14-mscoco__fundo_0847__A sunset__th11__Salvador_Dalí.jpg,img-14-mscoco,1.1,A sunset,Salvador Dalí,0.2041015625,0.350830078125
img-14-mscoco__fundo_0847__The Parthenon in front of the Great Pyramid__th11__Salvador_Dalí.jpg,img-14-mscoco,1.1,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.254150390625,0.330810546875
img-14-mscoco__fundo_0847__The city of London__th11__Salvador_Dalí.jpg,img-14-mscoco,1.1,The city of London,Salvador Dalí,0.264404296875,0.276611328125
img-14-mscoco__fundo_0871__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__Salvador_Dalí.jpg,img-14-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.227294921875,0.334716796875
img-14-mscoco__fundo_0871__A sunset__th13__Salvador_Dalí.jpg,img-14-mscoco,1.3,A sunset,Salvador Dalí,0.19580078125,0.340087890625
img-14-mscoco__fundo_0871__The Parthenon in front of the Great Pyramid__th13__Salvador_Dalí.jpg,img-14-mscoco,1.3,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.243896484375,0.355224609375
img-14-mscoco__fundo_0871__The city of London__th13__Salvador_Dalí.jpg,img-14-mscoco,1.3,The city of London,Salvador Dalí,0.263427734375,0.32177734375
img-14-mscoco__fundo_0895__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__Salvador_Dalí.jpg,img-14-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.32275390625,0.307861328125
img-14-mscoco__fundo_0895__A sunset__th15__Salvador_Dalí.jpg,img-14-mscoco,1.5,A sunset,Salvador Dalí,0.2359619140625,0.30712890625
img-14-mscoco__fundo_0895__The Parthenon in front of the Great Pyramid__th15__Salvador_Dalí.jpg,img-14-mscoco,1.5,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.26904296875,0.32421875
img-14-mscoco__fundo_0895__The city of London__th15__Salvador_Dalí.jpg,img-14-mscoco,1.5,The city of London,Salvador Dalí,0.256591796875,0.320068359375
img-14-mscoco__fundo_0919__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__Salvador_Dalí.jpg,img-14-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.352783203125,0.226318359375
img-14-mscoco__fundo_0919__A sunset__th17__Salvador_Dalí.jpg,img-14-mscoco,1.7,A sunset,Salvador Dalí,0.260986328125,0.1739501953125
img-14-mscoco__fundo_0919__The Parthenon in front of the Great Pyramid__th17__Salvador_Dalí.jpg,img-14-mscoco,1.7,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.279541015625,0.1639404296875
img-14-mscoco__fundo_0919__The city of London__th17__Salvador_Dalí.jpg,img-14-mscoco,1.7,The city of London,Salvador Dalí,0.3046875,0.1968994140625
img-14-mscoco__fundo_0943__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__Salvador_Dalí.jpg,img-14-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",Salvador Dalí,0.36279296875,0.222900390625
img-14-mscoco__fundo_0943__A sunset__th19__Salvador_Dalí.jpg,img-14-mscoco,1.9,A sunset,Salvador Dalí,0.27587890625,0.178466796875
img-14-mscoco__fundo_0943__The Parthenon in front of the Great Pyramid__th19__Salvador_Dalí.jpg,img-14-mscoco,1.9,The Parthenon in front of the Great Pyramid,Salvador Dalí,0.258544921875,0.1766357421875
img-14-mscoco__fundo_0943__The city of London__th19__Salvador_Dalí.jpg,img-14-mscoco,1.9,The city of London,Salvador Dalí,0.299560546875,0.1806640625
img-14-mscoco__fundo_0967__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1304931640625,0.2822265625
img-14-mscoco__fundo_0967__A sunset__th01__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.1,A sunset,A person with arms like a tree branch,0.2000732421875,0.277099609375
img-14-mscoco__fundo_0967__The Parthenon in front of the Great Pyramid__th01__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.1,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.18115234375,0.289794921875
img-14-mscoco__fundo_0967__The city of London__th01__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.1,The city of London,A person with arms like a tree branch,0.177001953125,0.283447265625
img-14-mscoco__fundo_0991__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.177734375,0.283203125
img-14-mscoco__fundo_0991__A sunset__th03__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.3,A sunset,A person with arms like a tree branch,0.204345703125,0.287841796875
img-14-mscoco__fundo_0991__The Parthenon in front of the Great Pyramid__th03__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.3,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.203857421875,0.251708984375
img-14-mscoco__fundo_0991__The city of London__th03__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.3,The city of London,A person with arms like a tree branch,0.220947265625,0.283203125
img-14-mscoco__fundo_1015__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.292724609375,0.24609375
img-14-mscoco__fundo_1015__A sunset__th05__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.5,A sunset,A person with arms like a tree branch,0.204833984375,0.312744140625
img-14-mscoco__fundo_1015__The Parthenon in front of the Great Pyramid__th05__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.5,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2081298828125,0.260986328125
img-14-mscoco__fundo_1015__The city of London__th05__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.5,The city of London,A person with arms like a tree branch,0.232666015625,0.2626953125
img-14-mscoco__fundo_1039__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.1751708984375,0.25634765625
img-14-mscoco__fundo_1039__A sunset__th07__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.7,A sunset,A person with arms like a tree branch,0.2220458984375,0.281982421875
img-14-mscoco__fundo_1039__The Parthenon in front of the Great Pyramid__th07__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.7,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.1824951171875,0.264404296875
img-14-mscoco__fundo_1039__The city of London__th07__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.7,The city of London,A person with arms like a tree branch,0.2425537109375,0.24169921875
img-14-mscoco__fundo_1063__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.17724609375,0.2298583984375
img-14-mscoco__fundo_1063__A sunset__th09__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.9,A sunset,A person with arms like a tree branch,0.2020263671875,0.252197265625
img-14-mscoco__fundo_1063__The Parthenon in front of the Great Pyramid__th09__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.9,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.20361328125,0.230712890625
img-14-mscoco__fundo_1063__The city of London__th09__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.9,The city of London,A person with arms like a tree branch,0.25634765625,0.2509765625
img-14-mscoco__fundo_1087__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.18359375,0.2568359375
img-14-mscoco__fundo_1087__A sunset__th11__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.1,A sunset,A person with arms like a tree branch,0.222900390625,0.2489013671875
img-14-mscoco__fundo_1087__The Parthenon in front of the Great Pyramid__th11__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.1,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.133056640625,0.26220703125
img-14-mscoco__fundo_1087__The city of London__th11__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.1,The city of London,A person with arms like a tree branch,0.2467041015625,0.28173828125
img-14-mscoco__fundo_1111__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.20703125,0.29931640625
img-14-mscoco__fundo_1111__A sunset__th13__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.3,A sunset,A person with arms like a tree branch,0.1964111328125,0.25537109375
img-14-mscoco__fundo_1111__The Parthenon in front of the Great Pyramid__th13__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.3,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.211669921875,0.279296875
img-14-mscoco__fundo_1111__The city of London__th13__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.3,The city of London,A person with arms like a tree branch,0.248046875,0.298583984375
img-14-mscoco__fundo_1135__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.279052734375,0.29248046875
img-14-mscoco__fundo_1135__A sunset__th15__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.5,A sunset,A person with arms like a tree branch,0.2371826171875,0.264892578125
img-14-mscoco__fundo_1135__The Parthenon in front of the Great Pyramid__th15__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.5,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.2288818359375,0.264404296875
img-14-mscoco__fundo_1135__The city of London__th15__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.5,The city of London,A person with arms like a tree branch,0.27490234375,0.25927734375
img-14-mscoco__fundo_1159__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.34619140625,0.2138671875
img-14-mscoco__fundo_1159__A sunset__th17__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.7,A sunset,A person with arms like a tree branch,0.2548828125,0.2060546875
img-14-mscoco__fundo_1159__The Parthenon in front of the Great Pyramid__th17__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.7,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.267333984375,0.1861572265625
img-14-mscoco__fundo_1159__The city of London__th17__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.7,The city of London,A person with arms like a tree branch,0.289794921875,0.185302734375
img-14-mscoco__fundo_1183__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A person with arms like a tree branch,0.370361328125,0.199462890625
img-14-mscoco__fundo_1183__A sunset__th19__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.9,A sunset,A person with arms like a tree branch,0.26220703125,0.1915283203125
img-14-mscoco__fundo_1183__The Parthenon in front of the Great Pyramid__th19__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.9,The Parthenon in front of the Great Pyramid,A person with arms like a tree branch,0.276611328125,0.1888427734375
img-14-mscoco__fundo_1183__The city of London__th19__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.9,The city of London,A person with arms like a tree branch,0.29638671875,0.177001953125
img-14-mscoco__fundo_1257__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_scientist.jpg,img-14-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.1072998046875,0.26220703125
img-14-mscoco__fundo_1281__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_scientist.jpg,img-14-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.1617431640625,0.310302734375
img-14-mscoco__fundo_1305__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_scientist.jpg,img-14-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.209716796875,0.26513671875
img-14-mscoco__fundo_1329__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_scientist.jpg,img-14-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.27001953125,0.238525390625
img-14-mscoco__fundo_1353__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__A_scientist.jpg,img-14-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.3203125,0.184326171875
img-14-mscoco__fundo_1377__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__A_scientist.jpg,img-14-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.31982421875,0.1881103515625
img-14-mscoco__fundo_1401__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__A_scientist.jpg,img-14-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.309326171875,0.16357421875
img-14-mscoco__fundo_1425__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_scientist.jpg,img-14-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.3427734375,0.174560546875
img-14-mscoco__fundo_1449__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_scientist.jpg,img-14-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.353759765625,0.1702880859375
img-14-mscoco__fundo_1473__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_scientist.jpg,img-14-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A scientist,0.397216796875,0.1739501953125
img-14-mscoco__fundo_1497__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.11358642578125,0.393798828125
img-14-mscoco__fundo_1521__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.1668701171875,0.349609375
img-14-mscoco__fundo_1545__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.2203369140625,0.271728515625
img-14-mscoco__fundo_1569__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.242431640625,0.313720703125
img-14-mscoco__fundo_1593__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.224365234375,0.3408203125
img-14-mscoco__fundo_1617__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.237060546875,0.36328125
img-14-mscoco__fundo_1641__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.27734375,0.3388671875
img-14-mscoco__fundo_1665__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.34033203125,0.27783203125
img-14-mscoco__fundo_1689__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.368896484375,0.15185546875
img-14-mscoco__fundo_1713__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-14-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A photograph of a knight in shining armor holding a basketball,0.356201171875,0.12042236328125
img-14-mscoco__fundo_1737__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__The_Mona_Lisa.jpg,img-14-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.12249755859375,0.31494140625
img-14-mscoco__fundo_1761__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__The_Mona_Lisa.jpg,img-14-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.1768798828125,0.312744140625
img-14-mscoco__fundo_1785__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__The_Mona_Lisa.jpg,img-14-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.263427734375,0.298583984375
img-14-mscoco__fundo_1809__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__The_Mona_Lisa.jpg,img-14-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.27001953125,0.29345703125
img-14-mscoco__fundo_1833__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__The_Mona_Lisa.jpg,img-14-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.34033203125,0.27099609375
img-14-mscoco__fundo_1857__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__The_Mona_Lisa.jpg,img-14-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.245849609375,0.30078125
img-14-mscoco__fundo_1881__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__The_Mona_Lisa.jpg,img-14-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.31787109375,0.27099609375
img-14-mscoco__fundo_1905__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__The_Mona_Lisa.jpg,img-14-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.33154296875,0.262451171875
img-14-mscoco__fundo_1929__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__The_Mona_Lisa.jpg,img-14-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.37109375,0.189453125
img-14-mscoco__fundo_1953__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__The_Mona_Lisa.jpg,img-14-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,The Mona Lisa,0.35791015625,0.1900634765625
img-14-mscoco__fundo_1977__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__Salvador_Dalí.jpg,img-14-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.2210693359375,0.351318359375
img-14-mscoco__fundo_2001__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__Salvador_Dalí.jpg,img-14-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.238037109375,0.390625
img-14-mscoco__fundo_2025__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__Salvador_Dalí.jpg,img-14-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.281494140625,0.30859375
img-14-mscoco__fundo_2049__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__Salvador_Dalí.jpg,img-14-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.303955078125,0.286865234375
img-14-mscoco__fundo_2073__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__Salvador_Dalí.jpg,img-14-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.2998046875,0.315673828125
img-14-mscoco__fundo_2097__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__Salvador_Dalí.jpg,img-14-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.32470703125,0.32421875
img-14-mscoco__fundo_2121__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__Salvador_Dalí.jpg,img-14-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.257080078125,0.37109375
img-14-mscoco__fundo_2145__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__Salvador_Dalí.jpg,img-14-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.36474609375,0.275146484375
img-14-mscoco__fundo_2169__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__Salvador_Dalí.jpg,img-14-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.352783203125,0.16943359375
img-14-mscoco__fundo_2193__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__Salvador_Dalí.jpg,img-14-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,Salvador Dalí,0.372314453125,0.2061767578125
img-14-mscoco__fundo_2217__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th01__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.201171875,0.264892578125
img-14-mscoco__fundo_2241__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th03__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.226806640625,0.268798828125
img-14-mscoco__fundo_2265__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th05__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.299560546875,0.20263671875
